PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Blue (460 nm) auto fluorescence outcome,Sample Source
3626,144210638,3657,C(=O)(N)NO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3627,144210639,7059,CC1=CC2=C(C=C1)N=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3628,144210640,6537,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3629,144210641,22932,CCCCC(CC)COC(=O)C1=CC=C(C=C1)C(=O)OCC(CC)CCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3630,144210642,94037,CCCCC(CC)COC(=O)CCCCC(=O)OCC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Lanxess
3631,144210643,2682,CCCCCCCCCCCCCCCCO,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,51.8676,46.1588,inactive,,0,inactive,,0,inactive,SIGMA
3632,144210644,7267,CC1=CC(=C(C=C1)C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
3633,144210645,10800,CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
3634,144210646,3293,CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inconclusive,Enamine
3635,144210647,7238,CC1=CC=CC=C1Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
3636,144210648,53316391,CCCCCCCCCCCC(=O)OCC(C)OC(=O)CCCCC(=O)O,Inconclusive,5,,,inconclusive,active agonist,,16.1999,active antagonist,18.9959,-58.2676,inactive,,0,inactive,,0,inactive,Lanxess
3637,144210649,20478723,CCCCCCCCCCCCCCCS(=O)(=O)OC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Lanxess
3638,144210650,7184,CCCCOC(=O)C1=CC=C(C=C1)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
3639,144210651,11369,CCC1=C(C(=CC=C1)CC)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,Enamine
3640,144210652,6739,CC1=C(C(=CC=C1)[N+](=O)[O-])C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
3641,144210653,8434,CCOC(=O)C1=CC=C(C=C1)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
3642,144210654,15600,CCCCCCCCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
3643,144210655,454,CCCCCCCC=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
3644,144210656,7463,CC1=CC=C(C=C1)C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
3645,144210657,7002,CC1=CC=CC2=CC=CC=C12,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
3646,144210658,7245,C1=CC=C(C(=C1)O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
3647,144210659,7947,CC1=CC(=CC(=C1)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
3648,144210660,8094,CCCCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
3649,144210661,7410,CC(=O)C1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
3650,144210662,196,C(CCC(=O)O)CC(=O)O,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,Enamine
3651,144210663,379,CCCCCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,Enamine
3652,144210664,7810,CC1=CC=C(C=C1)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,Enamine
3653,144210665,8635,COC(=O)C1=CC=CC=C1N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
3654,144210666,10698,CC1=CC(=C(C(=C1)C)O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3655,144210667,16224,CCCCCCCCN(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3656,144210668,7820,COC(=O)CCC(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3657,144210669,31253,CC(=CCCC(=C)C=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,SIGMA
3658,144210670,1183,COC1=C(C=CC(=C1)C=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3659,144210671,8831,CC(C)COC(=O)CCCCC(=O)OCC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3660,144210672,79,C1=CC(=CN=C1)C#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3661,144210673,1549026,CC(=CCC/C(=C/COC(=O)C)/C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3662,144210674,8152,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],Inconclusive,5,,,inconclusive,active antagonist,,-19.0468,active agonist,54.941,62.3977,inactive,,0,active antagonist,57.0904,-72.6671,inactive,SIGMA
3663,144210675,3610,CCCCCCC1=C(C=C(C=C1)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3664,144210676,6989,CC1=CC(=C(C=C1)C(C)C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3665,144210677,6305,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3666,144210678,12348,CCCCCOC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3667,144210679,6491,CC1(C(=O)NC(=O)N1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,SIGMA
3668,144210680,7450,CC(C)C1=CC(=CC=C1)C(C)C,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,SIGMA
3669,144210681,12329,COC(=O)CCCCC(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3670,144210682,6418,CC(C(=O)O)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3671,144210683,1054,CC1=NC=C(C(=C1O)CO)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,SIGMA
3672,144210684,2969,CCCCCCCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3673,144210685,8800,CN(C)C(=O)NC1=CC=C(C=C1)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,SIGMA
3674,144210686,78202,CCCCCCCCN(C)CCCCCCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3675,144210687,8190,CCOCCOCCOCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3676,144210688,25054,CC(CO)OCC(C)OCC(C)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3677,144210689,16584,C1(=C(C(=NC(=C1Cl)Cl)Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3678,144210690,525,C(C(C(=O)O)O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,SIGMA
3679,144210691,31276,CC(C)CCOC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3680,144210692,62459,CCCCCCCCCCCCN1CCCC1=O,Inconclusive,5,,,inconclusive,active agonist,54.941,34.514,active antagonist,59.3239,-52.026,inactive,,0,active antagonist,34.6654,-80.0245,inactive,SIGMA
3681,144210693,7943,COC(=O)CC(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3682,144210694,23665770,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,54.941,-81.1363,inactive,SIGMA
3683,144210695,77797,CCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Sigma DiscoveryCPR
3684,144210696,71245,CCOC1=CC=C(C=C1)C(C)(C)COCC2=CC(=CC=C2)OC3=CC=CC=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Sigma DiscoveryCPR
3685,144210697,2943,COC(=O)C1=C(C(=C(C(=C1Cl)Cl)C(=O)OC)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
3686,144210698,67821,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,38.8952,-45.1503,inactive,LightBiologicals
3687,144210699,23695542,CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa Aesar
3688,144210700,7797,CCCCCCC(=O)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3689,144210701,5634,C=CCCCCCCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,SIGMA
3690,144210702,7795,CCCC(=O)OCCC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
3691,144210703,2374,CC(C)(C)C1=CC(=C(C=C1O)C(C)(C)C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3692,144210704,31340,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3693,144210705,7440,CC1=C(C=C(C=C1)[N+](=O)[O-])C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
3694,144210706,12130,CCCN(CCC)N=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
3695,144210707,9920342,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H]([C@@H]1[C@@H]([C@H](CO1)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
3696,144210708,7309,CCC1=CC(=C(C=C1)O)C(C)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
3697,144210709,560256,CN(C)C(=S)[S-].[Na+],Inactive,0,,,inactive,inactive,,0,inconclusive agonist,4.11999,36.9291,inactive,,0,active antagonist,2.75357,-52.3664,inactive,LightBiologicals
3698,144210710,77463,CN(C)CCCN(C)CCCN(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,LightBiologicals
3699,144210711,33258,CC1=CC(=C(C=C1S(=O)(=O)[O-])OC)N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)[O-])O.[Na+].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
3700,144210712,67542,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
3701,144210713,441325,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,active antagonist,33.6328,-104.994,inactive,LightBiologicals
3702,144210714,23678874,C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F.[K+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
3703,144210715,69619,C(CO)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3704,144210716,4790,CCOP(=S)(OCC)SCSCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3705,144210717,165746,CC(C)CCCCCOC(=O)C=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3706,144210718,54454,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Toronto Research
3707,144210719,5364361,C1/C=C\CC/C=C\CC/C=C\C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3708,144210720,93118,CC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,28.51,inactive,,0,inconclusive agonist,,19.0584,inconclusive antagonist,61.6448,-57.3901,inactive,SIGMA
3709,144210721,3117,CCN(CC)C(=S)SSC(=S)N(CC)CC,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,active agonist,0.16402,41.354,inactive,,0,active antagonist,0.0333603,-38.5633,inactive,Enamine
3710,144210722,4807,C1=CC=C(C(=C1)C=O)C=O,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,12.2998,34.2839,inactive,,0,inconclusive agonist,,17.8391,inactive,,0,inactive,Enamine
3711,144210723,7111,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,Enamine
3712,144210724,8892,CCCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
3713,144210725,17730,C1=CC(=CC=C1N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)[O-])O)S(=O)(=O)[O-].[Na+].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3714,144210726,9570092,CC(C)(/C=N/O)SC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,Sigma DiscoveryCPR
3715,144210727,16682828,CCCC[Sn](CCCC)(CCCC)OC(=O)C(=C)C,Inconclusive,5,,,inconclusive,active agonist,18.7599,36.7707,active antagonist,16.7198,-62.2404,inactive,,0,active antagonist,0.570904,-78.2324,inactive,Sigma DiscoveryCPR
3716,144210728,5988,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3717,144210729,91741,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2)Cl)OC(C(F)F)(F)F)Cl)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Sigma DiscoveryCPR
3718,144210730,69785,C(C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,21.8724,20.7552,inconclusive antagonist,54.941,-74.9938,inactive,Sigma DiscoveryCPR
3719,144210731,5991,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3720,144210732,13232,CC1CC(OC(O1)C)OC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
3721,144210733,2812,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Active,45,,,active agonist,active agonist,48.9662,153.549,active antagonist,52.8725,-59.1884,active agonist,19.4938,88.5843,active antagonist,27.5357,-97.8412,inactive,LightBiologicals
3722,144210734,5503,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
3723,144210735,90258,CCO[Si](CCCNC(=O)N)(OCC)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
3724,144210736,10707,C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
3725,144210737,6597,C(C(=O)O)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
3726,144210738,27195,C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2I,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
3727,144210739,6950,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,54.941,20.5361,inactive,,0,inactive,LightBiologicals
3728,144210740,36606,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(C)C)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
3729,144210741,41385,CC1=C(S(=O)(=O)CCS1(=O)=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
3730,144210742,16421,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,LightBiologicals
3731,144210743,13542,CCCCN(CCCC)N=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,LightBiologicals
3732,144210744,60768,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)CC4=C5C=COC5=CC=C4,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Pfizer
3733,144210745,18992283,C1CCC2=NC3=C(CN2CC1)C(=CC(=C3)Cl)Cl.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Pfizer
3734,144210746,462368,CC[C@H](C)[C@@H](C(=O)O)N1C(=O)C2=CC=CC=C2S1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Pfizer
3735,144210747,54687772,CC1=CC(=C(C=C1CO)C(C)(C)C)SC2=C(C[C@@](OC2=O)(CCC3=CC=C(C=C3)N)C(C)C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Pfizer
3736,144210748,135418174,CCN1C2=C(C(=N1)C)N=C(CNC2=O)C3=CC=C(C=C3)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Pfizer
3737,144210749,10021362,C1CN(CCC1(C2=CC=C(C=C2)F)O)[C@@H]3COC4=C([C@@H]3O)C=CC(=C4)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Pfizer
3738,144210750,9869142,C1CCC(C1)(C(=O)NO)N(CCC(=O)O)S(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Pfizer
3739,144210751,9866250,C1COCCC1(C(=O)NO)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Pfizer
3740,144210752,10132209,C[C@@H]1CN(C[C@@H](N1C2=NC(=NC=C2)[C@@H](C)O)C)C3=NC(=NC(=N3)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Pfizer
3741,144210753,13961743,CC(C)OC1=C(SC2=C1C=C(C=C2)OC)C(=O)NC3=NN=N[N-]3.[Na+],Inactive,0,,,inactive,inactive,,0,inconclusive agonist,15.4296,51.1491,inactive,,0,inactive,,0,inactive,Pfizer
3742,144210754,156328,C1CN(CCC1CC2=CC=C(C=C2)F)CCS(=O)C3=CC4=C(C=C3)NC(=O)O4,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,Pfizer
3743,144210755,9984487,CC1=CC(=CC2=C1NC(=O)CC2(C)C)CCN3CCN(CC3)C4=NSC5=CC=CC=C54.CS(=O)(=O)O,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inconclusive agonist,43.6412,118.308,inactive,,0,active antagonist,27.5357,-88.2026,inactive,Pfizer
3744,144210756,9935274,CC1=NC=CN1C2=CC=C(C=C2)SC3=CC=CC(=C3)C4(CCOCC4)C(=O)N.CS(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,Pfizer
3745,144210757,18551400,CC(CC1=CC=C(C=C1)OCC(=O)O)NCC(C2=CSC(=N2)C(F)(F)F)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Pfizer
3746,144210758,9839190,CNCC1=CC=C(C=C1)NC(=O)C2=CNC3=C2C(=O)CCC3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Pfizer
3747,144210759,6914152,CN1CCN(CC1)C2=CC=CC=C2/C=C\3/C(=O)N(CCS3)C4=CC(=C(C=C4)Cl)Cl,Inconclusive,5,,,inconclusive,active agonist,57.0904,24.7862,inconclusive antagonist,58.1965,-56.6319,inactive,,0,active antagonist,46.2271,-110.556,inactive,Pfizer
3748,144210760,10407399,CC(C)(C1=CC=C(C=C1)CNC(=O)C2=C(N=CC=C2)OC3=CC=C(C=C3)F)O,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,Pfizer
3749,144210761,10145345,CC[C@@H]1C[C@@H](C2=C(N1C(=O)OC(C)C)C=CC(=C2)C(F)(F)F)N(CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Pfizer
3750,144210762,9861124,CNCC1=C(C=CC(=C1)F)OC2=CC(=C(C=C2)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,Pfizer
3751,144210763,9865929,CC(C)(C1=CC=C(C=C1)CNC(=O)C2=C(N=CC=C2)OC3=CC4=NON=C4C=C3)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Pfizer
3752,144210764,9955578,C[C@H](C(=O)O)OC1=CC(=C(C=C1)CNC(=O)C2=C(N=CC=C2)OC3=CC4=C(C=C3)OCO4)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Pfizer
3753,144210765,9888347,CC[C@H]1CC[C@@H]([C@@H](N1)C2=CC=CC=C2)NCC3=CC4=C(C=C3OC)[C@H]5C[C@H]5C(=O)N4C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Pfizer
3754,144210766,9930121,C1CN2CCC1[C@H](C2)NC(=O)C3=NC=C4C(=C3)C=CO4,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Pfizer
3755,144210767,9932000,C1CN2CCC1[C@H](C2)NC(=O)C3=CC4=C(C=C3)OCCO4,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Pfizer
3756,144210768,5362417,COCCOC[C@H](CC1(CCCC1)C(=O)NC2CCC(CC2)C(=O)O)C(=O)OC3=CC4=C(CCC4)C=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Pfizer
3757,144210769,9867605,COCC1=NN=C(N1C2=C3C(=CC(=C2Cl)Cl)NC(=O)C(=O)N3)C4=C[N+](=CC=C4)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Pfizer
